date,drug_id,drug_name,region,units_sold,moving_avg_sales_7d,price_per_unit,manufacturer,dosage_form,disease_name,region_disease_cases,google_trend_score,season,stock_available,lead_time_days,supplier_id,pending_orders,warehouse_id,auto_reorder_level,temperature,humidity,pollution_index,event_flag
2025-01-01,201,Paracetamol,North,202,200.285714285714,22.48,PharmaA,Tablet,Flu,126,40,Winter,429,7,3,37,1,100,19,66,62,0
2025-01-01,202,Amoxicillin,North,144,147,22.13,PharmaB,Capsule,Infection,33,52,Summer,181,3,5,56,1,100,20.5,65,70,0
2025-01-01,203,Ibuprofen,South,206,196.285714285714,12.33,PharmaC,Syrup,Pain,89,63,Summer,483,4,1,96,2,100,26.5,73,113,0
2025-01-01,204,Cetirizine,South,148,147,20.46,PharmaD,Injection,Allergy,108,84,Summer,334,7,5,16,2,100,31.9,43,187,0
2025-01-01,205,Azithromycin,North,196,200.714285714286,13.22,PharmaE,Tablet,Bacterial Infection,223,93,Winter,206,4,5,61,1,100,34.7,88,78,1
2025-01-01,206,Metformin,South,159,147.571428571429,28.07,PharmaF,Tablet,Diabetes,232,69,Summer,232,2,4,95,1,100,20.8,87,58,1
2025-01-01,207,Loratadine,South,187,196.714285714286,6.98,PharmaG,Syrup,Hay Fever,98,87,Winter,76,2,4,82,2,100,18.3,53,54,1
2025-01-01,208,Doxycycline,South,142,143,29.72,PharmaH,Capsule,Fever,88,65,Winter,402,7,5,89,1,100,33.8,83,140,1
2025-01-01,209,Aspirin,South,217,202.142857142857,21.59,PharmaI,Tablet,Cold,48,48,Winter,153,6,3,55,2,100,31.5,89,190,0
2025-01-01,210,Omeprazole,South,164,147.142857142857,15.23,PharmaJ,Capsule,Acidity,27,52,Summer,415,6,1,95,1,100,27.2,49,61,0
2025-01-02,201,Paracetamol,South,199,198.857142857143,27.44,PharmaA,Tablet,Flu,138,79,Summer,238,2,1,11,2,100,26.9,64,135,0
2025-01-02,202,Amoxicillin,North,176,153.285714285714,8.75,PharmaB,Capsule,Infection,54,93,Summer,293,6,2,6,2,100,16.1,64,178,0
2025-01-02,203,Ibuprofen,South,206,198.571428571429,18.75,PharmaC,Syrup,Pain,161,48,Summer,256,6,2,34,2,100,25.1,86,50,1
2025-01-02,204,Cetirizine,South,149,151.142857142857,6.05,PharmaD,Injection,Allergy,225,52,Summer,295,6,4,63,2,100,25.9,50,158,1
2025-01-02,205,Azithromycin,North,185,196.285714285714,26.63,PharmaE,Tablet,Bacterial Infection,189,36,Winter,282,2,4,86,2,100,16.3,60,195,0
2025-01-02,206,Metformin,South,159,148.571428571429,27.59,PharmaF,Tablet,Diabetes,198,35,Winter,487,3,4,28,1,100,17.9,64,181,1
2025-01-02,207,Loratadine,South,196,197.714285714286,9.81,PharmaG,Syrup,Hay Fever,198,30,Winter,481,7,3,62,2,100,20.1,80,71,0
2025-01-02,208,Doxycycline,South,144,140.142857142857,26,PharmaH,Capsule,Fever,158,76,Winter,489,3,2,87,2,100,25,40,121,1
2025-01-02,209,Aspirin,South,181,197.857142857143,23.73,PharmaI,Tablet,Cold,71,70,Winter,245,7,3,6,2,100,24.1,51,114,1
2025-01-02,210,Omeprazole,South,165,149.142857142857,5.22,PharmaJ,Capsule,Acidity,122,86,Summer,358,2,5,64,1,100,16,65,101,0
2025-01-03,201,Paracetamol,North,216,201.428571428571,10.23,PharmaA,Tablet,Flu,58,36,Summer,376,7,2,60,1,100,33,48,142,0
2025-01-03,202,Amoxicillin,North,156,154.571428571429,29.7,PharmaB,Capsule,Infection,221,33,Winter,432,7,3,53,2,100,21.4,55,163,1
2025-01-03,203,Ibuprofen,North,191,200.857142857143,15.08,PharmaC,Syrup,Pain,179,92,Winter,454,3,1,13,1,100,26.9,38,150,0
2025-01-03,204,Cetirizine,South,172,158,27.82,PharmaD,Injection,Allergy,221,79,Winter,133,2,4,80,2,100,19.9,63,187,1
2025-01-03,205,Azithromycin,South,224,203,25.91,PharmaE,Tablet,Bacterial Infection,46,59,Summer,455,5,3,31,2,100,16.8,61,179,0
2025-01-03,206,Metformin,North,155,148,11.75,PharmaF,Tablet,Diabetes,49,33,Winter,436,3,4,62,2,100,25.6,57,147,0
2025-01-03,207,Loratadine,South,197,197.714285714286,21.59,PharmaG,Syrup,Hay Fever,183,77,Winter,481,6,5,69,1,100,15.3,41,100,1
2025-01-03,208,Doxycycline,South,149,138.571428571429,28.71,PharmaH,Capsule,Fever,82,56,Summer,388,2,1,22,1,100,21.2,44,101,0
2025-01-03,209,Aspirin,South,240,202.571428571429,7.89,PharmaI,Tablet,Cold,135,45,Winter,179,6,5,67,1,100,33.9,32,124,1
2025-01-03,210,Omeprazole,South,135,148.857142857143,16.49,PharmaJ,Capsule,Acidity,223,81,Winter,63,6,4,37,1,100,30.2,46,158,1
2025-01-04,201,Paracetamol,South,199,202.428571428571,29.69,PharmaA,Tablet,Flu,203,89,Summer,316,3,2,53,1,100,22,79,133,0
2025-01-04,202,Amoxicillin,South,162,156.142857142857,12.72,PharmaB,Capsule,Infection,117,83,Summer,188,7,4,54,1,100,20.7,30,192,0
2025-01-04,203,Ibuprofen,North,193,200.428571428571,15.57,PharmaC,Syrup,Pain,74,56,Winter,130,7,1,47,2,100,23,46,171,1
2025-01-04,204,Cetirizine,South,151,155.857142857143,29.03,PharmaD,Injection,Allergy,197,78,Summer,244,3,1,82,1,100,31.1,86,170,1
2025-01-04,205,Azithromycin,South,195,205.285714285714,14.25,PharmaE,Tablet,Bacterial Infection,208,74,Summer,229,2,3,53,2,100,21.3,32,75,1
2025-01-04,206,Metformin,South,170,152.285714285714,24.62,PharmaF,Tablet,Diabetes,127,90,Winter,391,2,1,53,1,100,23.4,47,78,0
2025-01-04,207,Loratadine,South,194,199.714285714286,12.86,PharmaG,Syrup,Hay Fever,152,61,Summer,335,2,5,12,2,100,22.8,60,121,0
2025-01-04,208,Doxycycline,North,148,142.428571428571,16.25,PharmaH,Capsule,Fever,247,35,Summer,456,3,2,28,2,100,29,33,75,1
2025-01-04,209,Aspirin,North,196,204.285714285714,23.26,PharmaI,Tablet,Cold,142,72,Winter,259,6,1,28,2,100,29.7,67,94,0
2025-01-04,210,Omeprazole,South,173,154.571428571429,27.45,PharmaJ,Capsule,Acidity,178,79,Winter,185,2,1,42,2,100,32.7,69,74,1
2025-01-05,201,Paracetamol,North,189,201.428571428571,21.65,PharmaA,Tablet,Flu,167,95,Summer,337,7,3,7,1,100,24.3,44,69,1
2025-01-05,202,Amoxicillin,South,136,152.571428571429,20.42,PharmaB,Capsule,Infection,138,65,Winter,111,6,3,40,2,100,20.3,57,105,1
2025-01-05,203,Ibuprofen,South,193,198.285714285714,14.71,PharmaC,Syrup,Pain,205,56,Summer,456,5,4,19,2,100,24,37,164,1
2025-01-05,204,Cetirizine,North,153,155.285714285714,27.18,PharmaD,Injection,Allergy,46,53,Summer,427,5,5,55,2,100,24.7,31,115,0
2025-01-05,205,Azithromycin,North,186,201.428571428571,27.25,PharmaE,Tablet,Bacterial Infection,34,36,Winter,438,7,3,70,1,100,21.6,81,116,1
2025-01-05,206,Metformin,South,138,153,27.44,PharmaF,Tablet,Diabetes,234,77,Winter,221,2,5,21,2,100,22.2,32,110,0
2025-01-05,207,Loratadine,South,201,198.571428571429,18.48,PharmaG,Syrup,Hay Fever,73,76,Winter,326,2,4,23,2,100,33.1,71,196,0
2025-01-05,208,Doxycycline,South,152,146.142857142857,26.54,PharmaH,Capsule,Fever,196,74,Winter,269,4,3,40,1,100,21.1,62,162,0
2025-01-05,209,Aspirin,North,206,207,15.92,PharmaI,Tablet,Cold,146,86,Summer,307,3,3,45,2,100,22.2,38,162,1
2025-01-05,210,Omeprazole,North,146,154.714285714286,11.97,PharmaJ,Capsule,Acidity,116,68,Winter,307,2,1,21,2,100,29.9,88,127,1
2025-01-06,201,Paracetamol,South,188,198.142857142857,15.74,PharmaA,Tablet,Flu,78,74,Summer,153,3,2,1,2,100,26.1,76,135,0
2025-01-06,202,Amoxicillin,South,129,150.142857142857,21.49,PharmaB,Capsule,Infection,94,95,Winter,65,7,1,38,1,100,18.2,72,86,0
2025-01-06,203,Ibuprofen,North,211,199,25.44,PharmaC,Syrup,Pain,44,47,Summer,450,5,3,14,2,100,20.6,52,95,1
2025-01-06,204,Cetirizine,South,140,153.142857142857,26.5,PharmaD,Injection,Allergy,152,38,Winter,291,5,3,26,2,100,25.5,35,137,1
2025-01-06,205,Azithromycin,North,195,201.285714285714,19.26,PharmaE,Tablet,Bacterial Infection,62,46,Winter,89,5,5,53,1,100,32,68,154,0
2025-01-06,206,Metformin,South,149,153.714285714286,8.47,PharmaF,Tablet,Diabetes,70,90,Summer,266,4,3,27,2,100,16.8,68,199,0
2025-01-06,207,Loratadine,North,212,199.285714285714,27.69,PharmaG,Syrup,Hay Fever,75,86,Summer,192,5,1,58,1,100,27.2,75,170,1
2025-01-06,208,Doxycycline,North,160,149.857142857143,22.89,PharmaH,Capsule,Fever,162,81,Winter,224,2,5,74,1,100,27.2,86,107,0
2025-01-06,209,Aspirin,North,199,205.428571428571,12.02,PharmaI,Tablet,Cold,125,65,Winter,118,7,3,93,1,100,33.8,34,152,0
2025-01-06,210,Omeprazole,North,131,150.571428571429,29.7,PharmaJ,Capsule,Acidity,43,31,Summer,182,6,2,94,1,100,16,38,52,1
2025-01-07,201,Paracetamol,North,196,198.428571428571,10.15,PharmaA,Tablet,Flu,121,84,Summer,263,2,4,4,1,100,18.3,41,83,1
2025-01-07,202,Amoxicillin,South,143,149.428571428571,29.75,PharmaB,Capsule,Infection,59,40,Summer,449,6,2,83,2,100,20.3,50,118,1
2025-01-07,203,Ibuprofen,North,223,203.285714285714,21.86,PharmaC,Syrup,Pain,53,94,Winter,112,3,4,89,1,100,23.6,52,88,0
2025-01-07,204,Cetirizine,North,154,152.428571428571,25.59,PharmaD,Injection,Allergy,216,70,Summer,412,3,2,71,2,100,34.6,82,149,1
2025-01-07,205,Azithromycin,South,208,198.428571428571,11.94,PharmaE,Tablet,Bacterial Infection,116,95,Winter,441,3,4,47,1,100,18.2,36,77,0
2025-01-07,206,Metformin,North,140,152.857142857143,12.27,PharmaF,Tablet,Diabetes,155,84,Winter,486,6,5,22,1,100,19.5,61,69,1
2025-01-07,207,Loratadine,South,214,200.142857142857,27.52,PharmaG,Syrup,Hay Fever,204,34,Summer,226,2,4,65,1,100,24.7,62,124,1
2025-01-07,208,Doxycycline,South,162,151,14.97,PharmaH,Capsule,Fever,247,94,Winter,217,3,1,60,1,100,29.2,52,144,0
2025-01-07,209,Aspirin,North,186,203.571428571429,5.27,PharmaI,Tablet,Cold,189,80,Winter,235,5,1,65,1,100,29.2,34,148,0
2025-01-07,210,Omeprazole,North,153,152.428571428571,18.11,PharmaJ,Capsule,Acidity,145,60,Summer,267,4,4,17,2,100,32,46,185,0
2025-01-08,201,Paracetamol,South,180,195.285714285714,28.95,PharmaA,Tablet,Flu,216,85,Summer,166,3,4,43,2,100,15.9,88,151,0
2025-01-08,202,Amoxicillin,North,162,152,15.45,PharmaB,Capsule,Infection,114,33,Winter,448,2,3,39,2,100,17.9,44,155,0
2025-01-08,203,Ibuprofen,South,176,199,10.66,PharmaC,Syrup,Pain,224,75,Summer,287,6,5,24,1,100,26.8,46,121,1
2025-01-08,204,Cetirizine,North,138,151,7.69,PharmaD,Injection,Allergy,114,75,Winter,344,7,4,9,2,100,19,30,165,0
2025-01-08,205,Azithromycin,North,202,199.285714285714,10.79,PharmaE,Tablet,Bacterial Infection,48,73,Winter,386,7,3,18,2,100,20.6,39,58,1
2025-01-08,206,Metformin,South,156,152.428571428571,17.59,PharmaF,Tablet,Diabetes,147,50,Summer,422,4,2,81,2,100,23.2,33,146,0
2025-01-08,207,Loratadine,North,231,206.428571428571,20.13,PharmaG,Syrup,Hay Fever,246,77,Summer,315,6,5,12,1,100,34.2,81,174,0
2025-01-08,208,Doxycycline,South,146,151.571428571429,18.45,PharmaH,Capsule,Fever,118,77,Summer,303,5,2,47,2,100,25.3,63,187,0
2025-01-08,209,Aspirin,South,201,201.285714285714,17.2,PharmaI,Tablet,Cold,233,31,Winter,345,7,1,37,2,100,25,71,192,1
2025-01-08,210,Omeprazole,North,147,150,17,PharmaJ,Capsule,Acidity,221,40,Winter,403,6,4,38,1,100,34.9,63,139,0
2025-01-09,201,Paracetamol,North,213,197.285714285714,24.44,PharmaA,Tablet,Flu,186,53,Winter,141,4,5,12,1,100,15.9,56,196,1
2025-01-09,202,Amoxicillin,North,125,144.714285714286,7.55,PharmaB,Capsule,Infection,170,56,Summer,208,3,4,51,2,100,31.1,42,178,0
2025-01-09,203,Ibuprofen,North,197,197.714285714286,28.97,PharmaC,Syrup,Pain,198,30,Winter,480,6,4,1,1,100,26.5,47,117,0
2025-01-09,204,Cetirizine,North,161,152.714285714286,14.71,PharmaD,Injection,Allergy,87,56,Winter,286,2,5,68,1,100,33.9,31,79,1
2025-01-09,205,Azithromycin,North,212,203.142857142857,11.15,PharmaE,Tablet,Bacterial Infection,245,57,Summer,237,2,2,41,1,100,25.9,49,171,0
2025-01-09,206,Metformin,North,153,151.571428571429,29.68,PharmaF,Tablet,Diabetes,44,50,Winter,413,6,4,75,1,100,19.4,57,117,1
2025-01-09,207,Loratadine,South,203,207.428571428571,11.73,PharmaG,Syrup,Hay Fever,120,32,Winter,50,3,4,16,2,100,33.4,89,117,0
2025-01-09,208,Doxycycline,South,137,150.571428571429,11.45,PharmaH,Capsule,Fever,110,32,Summer,314,5,1,54,2,100,21,87,98,0
2025-01-09,209,Aspirin,North,175,200.428571428571,16.09,PharmaI,Tablet,Cold,243,41,Summer,413,5,3,61,2,100,34,38,191,0
2025-01-09,210,Omeprazole,South,162,149.571428571429,25.22,PharmaJ,Capsule,Acidity,114,92,Summer,69,4,4,6,1,100,15.8,60,119,1
2025-01-10,201,Paracetamol,North,200,195,26.23,PharmaA,Tablet,Flu,158,60,Winter,343,3,2,49,1,100,27.3,32,134,0
2025-01-10,202,Amoxicillin,North,138,142.142857142857,7.29,PharmaB,Capsule,Infection,184,67,Summer,342,7,5,73,2,100,33.3,81,199,0
2025-01-10,203,Ibuprofen,North,210,200.428571428571,16.5,PharmaC,Syrup,Pain,140,40,Winter,165,3,1,57,1,100,22.9,89,52,0
2025-01-10,204,Cetirizine,South,131,146.857142857143,6.84,PharmaD,Injection,Allergy,101,76,Summer,222,5,3,51,2,100,20,75,152,0
2025-01-10,205,Azithromycin,North,221,202.714285714286,5.13,PharmaE,Tablet,Bacterial Infection,165,60,Winter,347,7,5,46,1,100,29.1,40,83,1
2025-01-10,206,Metformin,North,161,152.428571428571,21.81,PharmaF,Tablet,Diabetes,51,47,Winter,463,3,2,45,2,100,15.5,71,137,1
2025-01-10,207,Loratadine,South,213,209.714285714286,10.17,PharmaG,Syrup,Hay Fever,40,49,Summer,383,4,5,97,1,100,19.3,82,164,1
2025-01-10,208,Doxycycline,North,160,152.142857142857,26.38,PharmaH,Capsule,Fever,208,46,Summer,79,5,5,14,1,100,23.8,68,87,0
2025-01-10,209,Aspirin,South,184,192.428571428571,19.46,PharmaI,Tablet,Cold,151,32,Summer,248,5,1,46,2,100,23.7,77,152,1
2025-01-10,210,Omeprazole,North,156,152.571428571429,14.98,PharmaJ,Capsule,Acidity,229,45,Summer,248,2,2,80,2,100,28.1,58,170,0
2025-01-11,201,Paracetamol,North,200,195.142857142857,24.99,PharmaA,Tablet,Flu,180,92,Summer,81,2,4,36,2,100,19.3,88,122,0
2025-01-11,202,Amoxicillin,South,160,141.857142857143,26.73,PharmaB,Capsule,Infection,42,99,Winter,288,3,5,11,1,100,25.9,46,168,0
2025-01-11,203,Ibuprofen,South,197,201,7.18,PharmaC,Syrup,Pain,123,78,Winter,497,2,3,13,2,100,18.8,48,118,0
2025-01-11,204,Cetirizine,North,155,147.428571428571,11.47,PharmaD,Injection,Allergy,136,47,Summer,217,5,3,35,1,100,31.8,53,166,1
2025-01-11,205,Azithromycin,North,216,205.714285714286,25.75,PharmaE,Tablet,Bacterial Infection,151,55,Winter,435,3,4,35,2,100,15.9,50,152,1
2025-01-11,206,Metformin,North,130,146.714285714286,11.46,PharmaF,Tablet,Diabetes,107,83,Summer,398,5,1,4,1,100,17.7,78,67,1
2025-01-11,207,Loratadine,North,211,212.142857142857,18.14,PharmaG,Syrup,Hay Fever,142,61,Summer,171,2,4,28,1,100,32.8,77,173,1
2025-01-11,208,Doxycycline,North,153,152.857142857143,7.16,PharmaH,Capsule,Fever,137,53,Winter,318,5,1,4,2,100,24.8,62,87,0
2025-01-11,209,Aspirin,South,197,192.571428571429,10.07,PharmaI,Tablet,Cold,32,51,Summer,136,3,4,22,1,100,18.1,49,133,1
2025-01-11,210,Omeprazole,South,152,149.571428571429,23.24,PharmaJ,Capsule,Acidity,76,99,Winter,219,2,2,83,1,100,19.7,75,85,1
2025-01-12,201,Paracetamol,South,194,195.857142857143,11.13,PharmaA,Tablet,Flu,202,37,Winter,109,5,5,48,1,100,33.7,36,152,0
2025-01-12,202,Amoxicillin,North,134,141.571428571429,28.16,PharmaB,Capsule,Infection,131,52,Winter,151,6,4,16,1,100,20.4,41,147,0
2025-01-12,203,Ibuprofen,North,185,199.857142857143,14.3,PharmaC,Syrup,Pain,141,99,Winter,311,7,4,95,2,100,24,35,64,0
2025-01-12,204,Cetirizine,South,140,145.571428571429,9.32,PharmaD,Injection,Allergy,129,61,Summer,339,4,5,17,2,100,21,66,169,1
2025-01-12,205,Azithromycin,North,192,206.571428571429,13.01,PharmaE,Tablet,Bacterial Infection,139,40,Winter,246,2,1,43,2,100,23.3,31,179,0
2025-01-12,206,Metformin,South,153,148.857142857143,28.82,PharmaF,Tablet,Diabetes,192,50,Summer,310,7,1,73,2,100,17.9,81,50,1
2025-01-12,207,Loratadine,South,201,212.142857142857,12.99,PharmaG,Syrup,Hay Fever,35,34,Winter,139,3,2,40,1,100,27,43,157,0
2025-01-12,208,Doxycycline,South,137,150.714285714286,24.47,PharmaH,Capsule,Fever,41,61,Summer,132,3,1,38,2,100,27.5,84,80,0
2025-01-12,209,Aspirin,South,200,191.714285714286,23.26,PharmaI,Tablet,Cold,176,40,Winter,384,2,1,38,1,100,27.1,35,88,1
2025-01-12,210,Omeprazole,South,144,149.285714285714,28.97,PharmaJ,Capsule,Acidity,162,72,Summer,259,4,4,57,2,100,26.5,54,120,0
2025-01-13,201,Paracetamol,South,193,196.571428571429,23.28,PharmaA,Tablet,Flu,64,94,Summer,291,7,3,29,1,100,24.9,65,115,1
2025-01-13,202,Amoxicillin,South,161,146.142857142857,7.14,PharmaB,Capsule,Infection,102,53,Summer,130,4,2,88,1,100,19.1,47,198,0
2025-01-13,203,Ibuprofen,South,187,196.428571428571,29.71,PharmaC,Syrup,Pain,111,99,Summer,377,2,2,77,2,100,24,35,183,0
2025-01-13,204,Cetirizine,South,159,148.285714285714,12.91,PharmaD,Injection,Allergy,52,33,Summer,261,5,5,86,1,100,18,53,183,0
2025-01-13,205,Azithromycin,North,204,207.857142857143,13.01,PharmaE,Tablet,Bacterial Infection,196,70,Winter,160,5,3,0,1,100,26.9,39,180,1
2025-01-13,206,Metformin,South,144,148.142857142857,23.25,PharmaF,Tablet,Diabetes,198,51,Summer,346,4,1,90,2,100,22.6,38,128,0
2025-01-13,207,Loratadine,South,189,208.857142857143,15.94,PharmaG,Syrup,Hay Fever,171,44,Winter,248,5,1,87,1,100,28,61,137,0
2025-01-13,208,Doxycycline,North,149,149.142857142857,24.5,PharmaH,Capsule,Fever,145,54,Winter,105,3,3,96,2,100,34.9,42,152,1
2025-01-13,209,Aspirin,South,220,194.714285714286,11.64,PharmaI,Tablet,Cold,156,95,Winter,443,6,5,25,2,100,18.5,51,139,0
2025-01-13,210,Omeprazole,North,155,152.714285714286,28.84,PharmaJ,Capsule,Acidity,142,42,Summer,424,6,4,75,1,100,28.2,69,150,1
2025-01-14,201,Paracetamol,North,199,197,19.95,PharmaA,Tablet,Flu,215,71,Winter,73,4,3,60,2,100,17.8,49,174,0
2025-01-14,202,Amoxicillin,North,158,148.285714285714,6.71,PharmaB,Capsule,Infection,155,89,Summer,393,3,3,87,1,100,30.7,63,78,1
2025-01-14,203,Ibuprofen,North,208,194.285714285714,7.88,PharmaC,Syrup,Pain,97,57,Summer,90,3,4,37,2,100,16.5,39,55,0
2025-01-14,204,Cetirizine,South,154,148.285714285714,17.31,PharmaD,Injection,Allergy,163,97,Winter,146,2,5,58,2,100,24.8,50,88,1
2025-01-14,205,Azithromycin,North,188,205,24.2,PharmaE,Tablet,Bacterial Infection,148,68,Winter,325,6,5,0,1,100,16.3,42,199,1
2025-01-14,206,Metformin,North,164,151.571428571429,27.37,PharmaF,Tablet,Diabetes,240,94,Winter,314,6,1,64,2,100,27.8,30,107,1
2025-01-14,207,Loratadine,North,215,209,8.82,PharmaG,Syrup,Hay Fever,133,38,Summer,419,5,2,77,1,100,27.7,61,104,0
2025-01-14,208,Doxycycline,South,146,146.857142857143,23.79,PharmaH,Capsule,Fever,161,32,Winter,328,6,2,99,2,100,34.5,49,124,0
2025-01-14,209,Aspirin,South,220,199.571428571429,6.23,PharmaI,Tablet,Cold,26,98,Summer,335,3,1,38,2,100,29.8,55,95,0
2025-01-14,210,Omeprazole,North,156,153.142857142857,25.28,PharmaJ,Capsule,Acidity,136,65,Summer,228,4,5,65,1,100,34.6,83,104,0
2025-01-15,201,Paracetamol,South,200,199.857142857143,26.94,PharmaA,Tablet,Flu,51,36,Winter,183,3,5,95,2,100,26.7,35,176,1
2025-01-15,202,Amoxicillin,North,151,146.714285714286,28.39,PharmaB,Capsule,Infection,99,48,Winter,301,6,4,27,2,100,23.3,42,98,1
2025-01-15,203,Ibuprofen,South,195,197,15.03,PharmaC,Syrup,Pain,197,63,Winter,78,4,2,0,2,100,34.7,31,70,0
2025-01-15,204,Cetirizine,South,149,149.857142857143,5.97,PharmaD,Injection,Allergy,149,43,Summer,283,6,5,20,2,100,30.4,77,64,0
2025-01-15,205,Azithromycin,South,201,204.857142857143,7.06,PharmaE,Tablet,Bacterial Infection,247,45,Summer,405,4,5,53,1,100,17.7,52,135,1
2025-01-15,206,Metformin,North,143,149.714285714286,20.92,PharmaF,Tablet,Diabetes,133,79,Summer,288,5,2,68,2,100,31.4,76,92,0
2025-01-15,207,Loratadine,South,190,203.142857142857,12.83,PharmaG,Syrup,Hay Fever,190,42,Winter,224,5,3,31,2,100,24.2,89,171,1
2025-01-15,208,Doxycycline,South,171,150.428571428571,10.93,PharmaH,Capsule,Fever,141,40,Summer,421,4,3,80,2,100,21.2,80,96,0
2025-01-15,209,Aspirin,South,229,203.571428571429,22.77,PharmaI,Tablet,Cold,39,96,Winter,388,3,5,91,1,100,16.1,67,119,0
2025-01-15,210,Omeprazole,North,139,152,28.99,PharmaJ,Capsule,Acidity,237,46,Summer,269,2,3,55,1,100,15.1,32,198,1
2025-01-16,201,Paracetamol,North,226,201.714285714286,26.63,PharmaA,Tablet,Flu,23,76,Summer,218,5,2,92,1,100,32.3,33,153,1
2025-01-16,202,Amoxicillin,South,170,153.142857142857,13.5,PharmaB,Capsule,Infection,89,90,Summer,104,5,3,6,2,100,29.4,31,158,1
2025-01-16,203,Ibuprofen,South,214,199.428571428571,17.14,PharmaC,Syrup,Pain,238,44,Winter,244,2,5,63,1,100,31.6,41,77,0
2025-01-16,204,Cetirizine,North,145,147.571428571429,28.89,PharmaD,Injection,Allergy,193,72,Summer,231,2,5,11,1,100,32.8,80,154,1
2025-01-16,205,Azithromycin,North,215,205.285714285714,19.51,PharmaE,Tablet,Bacterial Infection,160,98,Summer,214,3,4,33,2,100,33.2,47,65,1
2025-01-16,206,Metformin,North,140,147.857142857143,12.35,PharmaF,Tablet,Diabetes,223,42,Winter,175,7,4,86,2,100,32.3,62,129,1
2025-01-16,207,Loratadine,North,203,203.142857142857,14.92,PharmaG,Syrup,Hay Fever,227,75,Winter,294,2,3,59,2,100,16.1,48,80,0
2025-01-16,208,Doxycycline,South,122,148.285714285714,18.59,PharmaH,Capsule,Fever,163,30,Winter,394,3,1,22,2,100,20.3,58,175,0
2025-01-16,209,Aspirin,South,212,208.857142857143,19.42,PharmaI,Tablet,Cold,47,39,Summer,141,7,1,22,2,100,16.5,70,166,1
2025-01-16,210,Omeprazole,North,175,153.857142857143,26.11,PharmaJ,Capsule,Acidity,103,99,Summer,369,3,5,72,2,100,32.3,84,83,1
2025-01-17,201,Paracetamol,North,219,204.428571428571,28.77,PharmaA,Tablet,Flu,162,65,Summer,242,5,4,35,2,100,20.5,71,105,0
2025-01-17,202,Amoxicillin,South,141,153.571428571429,25.15,PharmaB,Capsule,Infection,88,93,Winter,81,2,1,48,2,100,23.8,72,185,0
2025-01-17,203,Ibuprofen,North,196,197.428571428571,11.08,PharmaC,Syrup,Pain,190,43,Summer,295,3,3,55,2,100,28.6,49,197,0
2025-01-17,204,Cetirizine,North,150,150.285714285714,26.88,PharmaD,Injection,Allergy,132,96,Winter,110,3,2,14,1,100,22.7,52,67,0
2025-01-17,205,Azithromycin,South,202,202.571428571429,22.81,PharmaE,Tablet,Bacterial Infection,218,78,Winter,130,6,4,62,1,100,17,81,140,1
2025-01-17,206,Metformin,South,150,146.285714285714,5.03,PharmaF,Tablet,Diabetes,173,44,Summer,88,3,3,90,2,100,29.7,37,94,0
2025-01-17,207,Loratadine,North,209,202.571428571429,8.06,PharmaG,Syrup,Hay Fever,219,63,Summer,425,7,5,71,1,100,28.8,52,145,1
2025-01-17,208,Doxycycline,South,165,149,7.46,PharmaH,Capsule,Fever,239,76,Summer,55,3,2,91,1,100,32.5,31,97,1
2025-01-17,209,Aspirin,South,184,208.857142857143,15.89,PharmaI,Tablet,Cold,219,57,Summer,307,5,1,38,2,100,24.8,31,157,1
2025-01-17,210,Omeprazole,North,147,152.571428571429,16.75,PharmaJ,Capsule,Acidity,146,59,Summer,355,5,2,93,1,100,16.7,61,134,1
2025-01-18,201,Paracetamol,North,201,204.571428571429,8.11,PharmaA,Tablet,Flu,91,99,Winter,176,4,3,44,2,100,26.5,76,158,0
2025-01-18,202,Amoxicillin,South,167,154.571428571429,23.51,PharmaB,Capsule,Infection,247,51,Summer,463,7,4,65,2,100,31.2,48,145,1
2025-01-18,203,Ibuprofen,North,197,197.428571428571,25.73,PharmaC,Syrup,Pain,100,41,Winter,496,6,4,42,1,100,31.5,31,145,0
2025-01-18,204,Cetirizine,South,144,148.714285714286,26.39,PharmaD,Injection,Allergy,31,84,Winter,112,6,2,17,1,100,27.2,84,87,1
2025-01-18,205,Azithromycin,North,165,195.285714285714,24.03,PharmaE,Tablet,Bacterial Infection,242,51,Summer,354,4,4,1,2,100,27,81,96,0
2025-01-18,206,Metformin,North,119,144.714285714286,7.8,PharmaF,Tablet,Diabetes,65,99,Summer,364,7,3,63,2,100,31.5,87,74,0
2025-01-18,207,Loratadine,North,209,202.285714285714,11.27,PharmaG,Syrup,Hay Fever,167,33,Summer,154,6,4,14,1,100,24.4,62,126,1
2025-01-18,208,Doxycycline,South,154,149.142857142857,17,PharmaH,Capsule,Fever,217,58,Winter,431,5,2,93,1,100,20.6,31,82,0
2025-01-18,209,Aspirin,North,187,207.428571428571,10.44,PharmaI,Tablet,Cold,40,37,Summer,329,2,5,38,1,100,28.1,44,156,1
2025-01-18,210,Omeprazole,South,170,155.142857142857,23.32,PharmaJ,Capsule,Acidity,21,75,Summer,458,5,2,40,1,100,24,38,113,1
2025-01-19,201,Paracetamol,North,209,206.714285714286,13.03,PharmaA,Tablet,Flu,192,59,Winter,214,5,3,6,2,100,16.8,78,105,1
2025-01-19,202,Amoxicillin,South,153,157.285714285714,17.79,PharmaB,Capsule,Infection,42,66,Summer,204,3,1,11,1,100,32.2,80,86,1
